Date,Open,High,Low,Close,Volume
2025-01-27 00:00:00-05:00,108.04358612255726,109.47081482119715,107.42907994116261,109.19329833984375,15926700
2025-01-28 00:00:00-05:00,109.43117557849814,109.88709659026559,106.8344001861633,107.08218383789062,15862000
2025-01-29 00:00:00-05:00,106.75510805525687,107.81562178667438,106.5172378658824,107.70659637451172,12345500
2025-01-30 00:00:00-05:00,108.27154132168987,108.87613403115056,107.7363277315891,108.59861755371094,14346300
2025-01-31 00:00:00-05:00,109.56993362313781,109.56993362313781,105.15938009320229,105.8829116821289,20381400
2025-02-03 00:00:00-05:00,105.69459456052091,106.34874703496176,104.3862971733962,106.1406021118164,14623200
2025-02-04 00:00:00-05:00,105.76397334456192,109.30232360042302,105.58556881225981,108.98516082763672,14835700
2025-02-05 00:00:00-05:00,108.7671102894245,109.0347208694596,108.13278474218446,108.90586853027344,13364400
2025-02-06 00:00:00-05:00,109.78797069812677,110.06549472380458,107.03261786097042,107.46871948242188,13411400
2025-02-07 00:00:00-05:00,107.81561906080863,108.75720145461169,107.35969805863571,107.92464447021484,10051600
2025-02-10 00:00:00-05:00,109.03471776095373,110.04567170999687,108.90586542544106,109.9862060546875,12142200
2025-02-11 00:00:00-05:00,110.61062118480734,111.51255731135406,109.83753739734273,110.68000030517578,12713100
2025-02-12 00:00:00-05:00,110.05000305175781,110.2300033569336,107.18000030517578,107.3499984741211,18244100
2025-02-13 00:00:00-05:00,107.1500015258789,108.41000366210938,106.5199966430664,108.12999725341797,15460000
2025-02-14 00:00:00-05:00,108.5199966430664,110.2300033569336,108.0999984741211,108.23999786376953,15733500
2025-02-18 00:00:00-05:00,108.62999725341797,110.98999786376953,108.31999969482422,110.13999938964844,20060300
2025-02-19 00:00:00-05:00,110.76000213623047,112.12999725341797,110.05999755859375,110.30000305175781,10964700
2025-02-20 00:00:00-05:00,110.56999969482422,112.41999816894531,109.94999694824219,112.0,16325800
2025-02-21 00:00:00-05:00,111.31999969482422,111.8499984741211,110.55999755859375,110.69000244140625,14710000
2025-02-24 00:00:00-05:00,110.93000030517578,111.86000061035156,110.31999969482422,111.2699966430664,13153500
2025-02-25 00:00:00-05:00,111.30000305175781,112.12999725341797,108.88999938964844,109.7300033569336,14497000
2025-02-26 00:00:00-05:00,109.73999786376953,109.87000274658203,108.5199966430664,109.45999908447266,10446400
2025-02-27 00:00:00-05:00,110.01000213623047,111.29000091552734,109.27999877929688,110.1500015258789,15293200
2025-02-28 00:00:00-05:00,110.11000061035156,111.58000183105469,109.33999633789062,111.33000183105469,18821700
2025-03-03 00:00:00-05:00,111.69999694824219,112.16000366210938,106.51000213623047,107.76000213623047,18706900
2025-03-04 00:00:00-05:00,106.36000061035156,108.95999908447266,105.94000244140625,107.54000091552734,19394900
2025-03-05 00:00:00-05:00,105.83999633789062,106.33000183105469,103.66999816894531,105.44000244140625,24822200
2025-03-06 00:00:00-05:00,105.43000030517578,108.11000061035156,104.36000061035156,107.62000274658203,17150200
2025-03-07 00:00:00-05:00,108.41000366210938,110.4000015258789,108.30000305175781,109.0199966430664,19625000
2025-03-10 00:00:00-04:00,109.27999877929688,112.56999969482422,109.08000183105469,111.80000305175781,22749100
2025-03-11 00:00:00-04:00,111.91999816894531,112.0999984741211,108.79000091552734,109.16000366210938,19904700
2025-03-12 00:00:00-04:00,109.05000305175781,110.12999725341797,108.41999816894531,109.12999725341797,14051500
2025-03-13 00:00:00-04:00,108.33000183105469,110.81999969482422,107.62999725341797,108.66999816894531,17767800
2025-03-14 00:00:00-04:00,108.94000244140625,112.18000030517578,108.30999755859375,111.9000015258789,15890100
2025-03-17 00:00:00-04:00,111.80000305175781,114.5,111.7300033569336,113.76000213623047,19908800
2025-03-18 00:00:00-04:00,114.08999633789062,114.54000091552734,112.56999969482422,113.63999938964844,15998700
2025-03-19 00:00:00-04:00,114.19999694824219,115.81999969482422,113.83000183105469,115.41000366210938,17315000
2025-03-20 00:00:00-04:00,114.72000122070312,116.47000122070312,114.20999908447266,115.9000015258789,16230800
2025-03-21 00:00:00-04:00,115.5,115.98999786376953,114.3499984741211,115.5,41102800
2025-03-24 00:00:00-04:00,115.68000030517578,116.91000366210938,115.58000183105469,115.80000305175781,14207500
2025-03-25 00:00:00-04:00,116.43000030517578,117.63999938964844,115.95999908447266,116.58999633789062,12081800
2025-03-26 00:00:00-04:00,117.68000030517578,119.18000030517578,117.68000030517578,118.2699966430664,14110800
2025-03-27 00:00:00-04:00,118.0999984741211,119.06999969482422,117.26000213623047,117.88999938964844,12740800
2025-03-28 00:00:00-04:00,118.0999984741211,118.45999908447266,117.23999786376953,117.7300033569336,10233400
2025-03-31 00:00:00-04:00,117.79000091552734,119.91000366210938,117.79000091552734,118.93000030517578,21652300
2025-04-01 00:00:00-04:00,119.22000122070312,119.27999877929688,117.93000030517578,119.04000091552734,12425400
2025-04-02 00:00:00-04:00,118.38999938964844,118.83999633789062,117.66000366210938,118.66999816894531,12614600
2025-04-03 00:00:00-04:00,114.37000274658203,115.44999694824219,112.2300033569336,112.43000030517578,21204600
2025-04-04 00:00:00-04:00,109.87000274658203,110.83000183105469,103.83000183105469,104.33999633789062,30841300
2025-04-07 00:00:00-04:00,100.38999938964844,105.80000305175781,98.45999908447266,102.94000244140625,35068500
2025-04-08 00:00:00-04:00,105.45999908447266,105.5999984741211,99.01000213623047,100.7699966430664,27147800
2025-04-09 00:00:00-04:00,99.37000274658203,106.58000183105469,98.12999725341797,105.80000305175781,30063300
2025-04-10 00:00:00-04:00,103.70999908447266,103.77999877929688,97.80000305175781,99.93000030517578,33999300
2025-04-11 00:00:00-04:00,100.30000305175781,103.93000030517578,98.79000091552734,103.13999938964844,22884600
2025-04-14 00:00:00-04:00,105.02999877929688,105.08999633789062,102.72000122070312,103.38999938964844,18020000
2025-04-15 00:00:00-04:00,103.63999938964844,105.41000366210938,103.0,103.0999984741211,13164900
2025-04-16 00:00:00-04:00,103.94999694824219,105.58999633789062,103.69999694824219,104.19000244140625,13607000
2025-04-17 00:00:00-04:00,104.69000244140625,108.55000305175781,104.45999908447266,106.91999816894531,17835400
2025-04-21 00:00:00-04:00,105.61000061035156,105.62999725341797,104.12000274658203,105.3499984741211,16926500
2025-04-22 00:00:00-04:00,106.13999938964844,108.94000244140625,106.13999938964844,108.30000305175781,13147000
2025-04-23 00:00:00-04:00,108.80999755859375,109.30000305175781,106.47000122070312,107.37000274658203,14235700
2025-04-24 00:00:00-04:00,107.97000122070312,108.87999725341797,106.95999908447266,108.62999725341797,9849600
2025-04-25 00:00:00-04:00,108.13999938964844,108.76000213623047,107.41999816894531,108.56999969482422,11244900
