x,y
-3.4225328,7.063615
-27.179447,23.944271
5.731834,-4.0855246
53.69418,-53.928738
-10.891431,15.436609
-51.777546,41.553764
-27.898273,38.13628
67.55125,-49.41495
29.080162,-45.775497
-36.290936,31.673914
39.706318,-26.687365
-17.816145,28.982948
18.209658,1.4332206
20.106274,-26.571774
-38.3123,45.660107
38.943996,-44.015614
8.688029,7.5732417
41.965946,-56.367104
78.82273,-45.789707
29.228992,-34.97733
