x,y,ticker
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,HAL
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
-56.769066,1.1318991,MMM
