x,y,ticker
-123.12269,-173.12454,XOM
123.723175,42.52581,XOM
60.71233,-142.5337,XOM
98.54239,-98.63961,XOM
-202.40027,116.60361,XOM
-236.87825,46.553055,XOM
-225.52876,80.58323,XOM
-246.79196,11.028391,XOM
-158.3519,-155.85881,XOM
-79.418785,-183.37682,XOM
124.48537,-26.85686,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
366.77252,201.0072,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-229.06425,-70.33343,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,XOM
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
-56.769066,1.1318991,CVX
